diff,top_level_label
"- l, r = (n - 1)//2, l + 1
+ l = (n - 1)//2
+ r = l + 1",assignment
"- print(maximum-minimum+1)
+ print(max(maximum-minimum+1, 0))",call
"- print((int)(((int)(S[0])+(int)(S[1]))/2))
+ print((int)(((int)(S[0])+(int)(S[1]))/2+0.5))",expression
"-     s = s.replace(e)
+     s = s.replace(e,"""")",call
"- if count%2 == 0:
+ if count%2 == 0 or 0 in A:",control_flow
- print(P),call
"- print(res)
+ print(res + 1)",expression
"- for bi in range(b-1,d):
+     for bi in range(b-1,d):
-     if s[bi-1] == s[bi] == s[bi+1] == '.':
+         if s[bi-1] == s[bi] == s[bi+1] == '.':
-         print('Yes')
+             print('Yes')
-         exit()
+             exit()
+ 
+     print('No')",call
"- if (B-A)%2:
+ if (B-A)%2==0:",control_flow
-     print(a),call
"- for j in range(1,N//2+1):
+ for j in range(1,N//2):
-             if c==M//2:
+     if c==M//2:
-                 print(M)
+         print(M)
-                 break
+         break",expression
"+             Ans = max(Ans, tmp)
-             Ans = max(Ans, tmp)",control_flow
-         a = 0,assignment
"- if(cnt == 2):
+ if(cnt == 2 or cnt == 0):",control_flow
"-         ""MMYY""
+         ans = ""MMYY""",assignment
"-     tmpsum += a[(i+1)*t-1]
+     tmpsum += r[(i+1)*t-1]
+ #   print("" "".join(map(str,r)))
+ ",identifier
"+ 
- p = (s - xa - xb)
+ p = (s - xa - xb) % MOD",assignment
"- blue
+ blue = 0",assignment
"- print(tplo, btlo)
+ ",call
"- if s[l]==""s"":
+ if s[l-1]==""s"":",control_flow
"- print(len(a))
+ print(len(a)+1)",expression
"-     print ((S[0:(K-1)]) + ""..."")
+     print ((S[0:(K)]) + ""..."")",expression
"- print(A, C)",call
"-     print(Yes)
+     print('Yes')
-     print(No)
+     print('No')",call
"+         
+ print(count)",call
"+             try:
-             dll.remove(command[1])
+                 dll.remove(command[1])
+             except ValueError:
+                 pass
- ",control_flow
"- for i in range(L-1):
+ for i in range(L):",expression
"-             queue.append((next_cost, next_cur))
+             queue.appendleft((next_cost, next_cur))",identifier
- print(l<N),call
"-     for i in range(1, N):
+     for i in range(N):
- insertion_sort(A, N)
+ insertion_sort(A, N)      ",call
"+ print(""Yes"")",call
"-   a = n - (7 * i )
+   a = n - (7*i)
+     break",control_flow
"- n = int(input)
+ n = int(input())",call
"- 
+  
- print(a) if a<b else print(a-1)
+ print(a) if a<=b else print(a-1)",expression
"- 	def right(self): return self.value(1, False)
+ 	def left(self): return self.value(1, False)",identifier
"-                     A[i] += C[idx][i]
+                     A[i] += C[idx][i + 1]",expression
"-     ret3 = dfs(cur + 1, a, b, c + [cur]) + 10
+     ret3 = dfs(cur + 1, a, b, c + l[cur]) + 10",call
"-     code -= c
+     code += c
- 
+         ",expression
+ food.sort(),call
"- print(L/27)
+ print(L**3/27)",expression
"- s = input()
+ s = input() + 'X'",assignment
- print(dp),call
"+ 		else:
+ 			print(k)",call
"-   print(a+2*b)
+   print(a+2*b+1)",expression
"-     a+=a*0.01
+     a=a+a//100",assignment
"- print(r, l)
+ ",call
"- print(3.14*R)
+ print(3.14*2*R)",expression
"- b=map(int,input().split())
+ n,a,b=map(int,input().split())
- print((n//(a+b))*a+min([n%(a+b),a]))
+ print(((n//(a+b))*a)+min([n%(a+b),a]))",call
-   print(score),call
"-     if x!=0 and ans !=1:
+     if x > 0 and x!=0 and ans !=1:",control_flow
"-             print(m)
-         prob += (1/n) * (0.5) ** m
+         prob += 1/n * (0.5) ** m",call
"-     uf.union(a[0], a[1])
+     uf.union(a[0]-1, a[1]-1)
- 
+ #print(uf)",expression
"- print(s)
+ #print(s)",call
"-     if n[1]!=-1 and n[2]!=-1:
+     if n[1]!=-1 or n[2]!=-1:",control_flow
-         print(i),call
"-     palin(in_str)
+     palin(in_str.strip())",call
"- if a== 1 or a== 6 or a== 8:
+ if a== 0 or a== 1 or a== 6 or a== 8:",control_flow
"+ 
-     ans[i] = temp
+     ans.append(temp)
+ ",call
-             print(i),call
"- if n[2][1][0] == n:
+ if n[2]+n[1]+n[0] == n:",control_flow
+ nm[0] = 1,assignment
"- print(c)
+ print(c*2)",expression
"-   elif i > now_i:
+   else:",control_flow
"- 
+     print(mx)",call
"- N, K = map(int, input())
+ N, K = map(int, input().split())
- 
+  
+     break",control_flow
"- print(s,m)
- ",call
"-     print(x, i)",call
"- ans = a * b
+ ans = a * b // 100",assignment
+     a = 0,assignment
"- if x>=a*b/2:
+ if x>=(a**2)*b/2:",control_flow
"-       print(hoge[-i],end="" "")
+       print(hoge[-(i+1)],end="" "")",call
- print(P),call
"-   print(sum(H[:k+1]))
+   print(sum(H[:n-k]))",expression
"-   print(K-A,B)
+   print(A-K,B)",expression
"-     ans = INF
+     ans = l + r",assignment
"+         exit()
+ print('No')
-         break
-     else:
-         print('No')
-         break",control_flow
"- r,g,b = map(int,input()).split()
+ r,g,b = map(int,input().split())",call
"+     else:
+         count1 = 5",assignment
"- print(accum)
+ #print(accum)",call
"-             print(""NO"", query)
+             print(""NO"")",call
"-     ans += int(N) - 10 ** (len(N) - 1)
+     ans += int(N) - 10 ** (len(N) - 1) + 1",expression
+ result = None,assignment
+         break,control_flow
"- input()
+ s = input()",assignment
"-         idx += int(l//2)
+         idx += int(l//2)-1",expression
"-     print(800 * n - (200 * n // 15))
+     print(800 * n - ( n // 15) * 200)",expression
"- a, b, c = map(int, (input()))
+ a, b, c = map(int, input().split())",call
- print(s),call
"- n = reduce(lambda x,y: (x*y)%MOD, range(1,K+1))
+ n = reduce(lambda x,y: (x*y)%MOD, range(1,K+1), 1)
- n = reduce(lambda x,y: (x*y)%MOD, range(1,K))
+ n = reduce(lambda x,y: (x*y)%MOD, range(1,K), 1)",call
- print(a),call
"- print(B[k])
+ print(B[k-1])",expression
"- ab = a+b-1
+ ab = a+b",expression
"-   ans += i * (i - 1)
+   ans += i * (i - 1) // 2",expression
"-     print(alpha[alpha.index(input())])
+     print(alpha[1+alpha.index(input())])",expression
"- 		s = s[:-1] + s[-1]
+ 		s = s[-1] + s[:-1]",expression
"-   ans += min(ans*2, ans+K)
+     ans = min(ans * 2, ans + K)",assignment
"- s,t=input()
+ s=input()
+ t=input()
+ ",call
+   exit(),call
"- ans = (a+b)/2
+ ans = a+b",expression
-     exit(0),call
- print(cost),call
"- print(b-a if a%b else a+b)
+ print(b-a if b%a else a+b)",expression
"- for i in range(0,3):
+ for i in range(3):
-   print(c[i],end='')
+   print(c[i][i],end='')",call
"- if ca == cb and cb == cab:
+ if ca == cb and cb == cab and ca > 0:",control_flow
"- print(treelist)
+ #print(treelist)",call
"- 
- print(h_list)
- ",call
+ print(k),call
"- if A==B and A%K==0:
+ if A%K==0 or B%K==0:",control_flow
"-   s += m % 10
+   s += (m % 10)
-   m /= 10
+   m //= 10",expression
"-     #全ての両端からの取り方を試す.筒に戻す操作は最後にまとめて行っても求めるものに影響はない 
-     #左から0からk回まで取り出す.lは取り出す回数を表すので引数はk+1
-     #右から0からk-l回まで取り出す.rangeの引数はk-l
-             #手持ちから捨てる操作の回数
-             dl = k - l - r
+             dl = k-l-r
-             #実際にとり出す.
-             for _ in range(dl):
+             for i in range(dl):
-                 ans = max(ans, sum(hav))
+             ans = max(ans, sum(hav))",identifier
"- if h==1:
+ if h==1or w==1:",control_flow
"- N = (int,input())
+ N = int(input())",assignment
"- print(((N//2)+1)/2/N if N%2 != 0 else ""0.5"" )
+ print(((N//2)+1)/N if N%2 != 0 else ""0.5"" )",expression
"-     for k in range(1,N//2+1):
+     for k in range(1,N):",expression
- print(x),call
"- 
+ if i==0 :",control_flow
"-   if S.count(c) != 1: print(""No"")
+   if S.count(c) != 1:
+     print(""No"")
+     exit()",call
"-         mainu+=1
+         mainu-=1",expression
"-   plus.append(minus.pop())
+   plus.append(minus.pop(-1))
-   minus.append(plus.pop())
+   minus.append(plus.pop(0))",call
"-         cache = None
+         cache = 0
+         #print(current)",assignment
"-     buf[j] += 1
+     buf[j-1] += 1",expression
- print(ld),call
"- print(math.ceil(N))
+ print(math.ceil(N/2))",expression
"+         # print process_name
+         # print process_time
- 
-     print(""--"")
+     # N, q = 5, 100
+     # process_name = ['p1', 'p2', 'p3', 'p4', 'p5']
+     # process_time = [150, 80, 200, 350, 20]",call
- print(ary),call
"- print(k)
+ ",call
"-             print(num)
+             print(num + 1)",expression
"-   a.apppend(s)
+   a.append(s)",identifier
- print(x),call
"-     print(math.ceil(N/min_num)+1+4)
+     print(math.ceil(N/min_num)+4)",expression
"- for i in range(10 ** 5-1):
+ for i in range(10 ** 5):",expression
"- if S[0]==""A"" and S[2:-1].count(""C"")==1 and len(re.findall(""[A-Z]"",S)):
+ if S[0]==""A"" and S[2:-1].count(""C"")==1 and len(re.findall(""[A-Z]"",S))==2:",control_flow
"- print(R * 3.141592)
+ print(2 * R * 3.141592)",expression
"-     black = n*j + m *i - j*i
+     black = n*j + m *i - 2*j*i",assignment
- print(B),call
"+ U = input()
- U = input().split()
- ",call
"-         print(ans + diff if v != 1 else 0)
+         print(ans + (diff if v != 1 else 0))",call
"+ s = input()+""`""
+ 
- s = input() #+ chr(96)
- #print(s)
-  
- for j in reversed(range(len(s)-1)):
+ for j in reversed(range(len(s))):
-     #print(sets)
-     for i in range(ord(s[j]) + 1,123):
+     for i in range(ord(s[j])+1,123):",expression
"- print(s)
+ print(s // 2)",expression
"- while start_idx < len(lis)-1:
+ while start_idx < len(lis):",expression
"-     if(a != 0 or b != 0 or c != 0):
+     if(a != 0 and b != 0 and c != 0):
+ ",control_flow
"-     count[a] += 1
+     count[a-1] += 1
-     count[b] += 1
+     count[b-1] += 1",expression
"-     x = min(n + 1, b - 1)
+     x = min(n, b - 1)",expression
"- x = N if N < B else B
+ x = N if N < B else B - 1",assignment
"- 
- for i in range(N):
+ for i in range(1,N+1):",call
"-         n /= 10
+         n //= 10",expression
"- print(math.ceil(-1+(math.sqrt(1+8*x))/2))
+ print(math.ceil((-1+math.sqrt(1+8*x))/2))
+ #{1,2,3,..n}はΣｋなので 1/2n(n+1)=xを解くとできる",call
"-     print(dic)
- ",call
"- if [input(),input()].count(""H"") == 1:
+ if [ v for v in input().split() ].count(""H"") == 1:
-   print(""D"")
+ 	print(""D"")
-   print(""H"")
+ 	print(""H"")",control_flow
"-     print(s[0:k],""..."")
+     print(s[0:k],""..."",sep="""")",call
"-         s += chr(ord('a') + (n)% 26)
+         ans += chr(ord('a') + (n)% 26)",identifier
"- if ans == false:
+ if ans == False:",control_flow
"- print('YES' if (r*100 + g*10 + b % 4) == 0 else 'NO')
+ print('YES' if (r*100 + g*10 + b) % 4 == 0 else 'NO')",call
"- a,b = map(int,input.split())
+ a,b = map(int,input().split())",call
- print(A),call
+         break,control_flow
"-     print(2 * pi)
+     print(2 * pi * r)",expression
- print(ryokan),call
+ print(ans),call
"- print(r*3.141)
+ print(2*r*3.141)",expression
"-     for i in range(B - 1, D + 1):   # 追い抜く場所があるかどうかを探索
+     for i in range(B - 1, D):   # 追い抜く場所があるかどうかを探索",expression
"- 	print((N // 3 ) + 1)
+ 	print(N // 3)",call
"- inter = range(m)
+ inter = range(1, m+1)
+ ",call
"- popular = vote[0:m-1]
+ popular = vote[0:m]
+ ",expression
"-   union(a,b)
+   union(a-1,b-1)",expression
"-     print(count)
-     print(count)
+ print(count)",call
"-     baisu_list = [i]
+     baisu_list = []
-     for j in range(N):
+     for j in range(1, N+1):",call
"-     m_energy += (x[k]-i)**2
+     energy += (x[k]-i)**2",identifier
- print(l),call
"- if 1 in a == False:
+ if 1  not in a:",control_flow
"- lst = list(map(int, input().rstrip().split()))
+ lst = list(map(int, input().rstrip().split())) + [0]",assignment
"-     cur = sum(totalList[M:])
+     cur = sum(totalList[N-M:])",assignment
"-   print(int(A * (N % B) / B))
+   print(int(A * (B - 1) / B))",expression
"- print(str() + "" "" + str(maxColor))
+ print(str(minColor) + "" "" + str(maxColor))",call
"-     ans.append((S[0:i] + T + S[i+moji-1:-1]).replace(""."", ""a""))
+     ans.append((S[0:i] + T + S[i+moji:]).replace(""."", ""a""))",expression
"-     for i in range(N):
+     for i in range(1,N+1):",call
"- 
- print((1+N)//2)
+ print((1+N)*(N)//2)",expression
"- print(min(n*a, n*b))
+ print(min(n*a, b))",expression
"- print(sum(L[1:]))
+ print(sum(L[:-1]))",call
"- # N*x + (M-x)*y == K
- # x <= M, y <= N
- 
- for x in range(M+1):
+ for x in range(N+1):
-     if not isok:
-         for y in range(N+1):
+     for y in range(M+1):
-             if x*(M-y)+y*(N-x) == K:
+         if x*(M-y)+y*(N-x) == K:
-                 isok = True
+             isok = True
-                 break
+             break",control_flow
"- print(N)
+ #print(N)",call
"-                 L[n-1] = 1
+                 L[n-1] += 1
-                 L[n-1] = 3
+                 L[n-1] += 3
-                 L[n-1] = 6
+                 L[n-1] += 6",assignment
+     uf.find(i),call
"- if S[2==3] and S[4==5]:
+ if S[2]==S[3] and S[4]==S[5]:",control_flow
"- print(sum(has_snack))
+ print(N-sum(has_snack))",expression
"-     while b[i] > a:
+     while b[i] > a and H > 0:",control_flow
"- print(tmp)
+ # print(tmp)",call
- print(cnt),call
"+ 
+ dfs()",call
"- x,y=map(input())
+ x,y=map(str,input().split())",call
"+ #      print(n,i+1)
+ #  if count == 8: print(n)
-   count = count + countYakusu(i*2)
+   count = count + countYakusu(i*2+1)
+ #  print(i*2+1)",assignment
"-     print(ans)
+     print(ans % MOD)",expression
-     print(i),call
"-     ans = len(make_divisors(n-1))
+     ans = len(make_divisors(n - 1)) - 1
-     l = make_divisors(n)[1:]  # 1は除くことに注意
+     l = make_divisors(n)[1:]",assignment
- print(letters),call
"-     print(K)
+     print(K + 1)",expression
"+ 
+ print(counter)",call
"- for i in range(K + 1):
+ for i in range(1, K + 1):",call
"- sorted(l)
+ l=sorted(l)",assignment
+ print(res),call
"-   v.insert(0, v.pop(0) + v.pop(0) / 2)
+   v.insert(0, (v.pop(0) + v.pop(0)) / 2)
-   print(v[0])
+ print(v[0])",call
"- for i in range(N + 1):
+ for i in range(N):",expression
+         x = 0,assignment
"-         print(B//(A-1))
+         print((B-1)//(A-1))",call
"-     idx = cnt[z][bisect.bisect_left(cnt[z], idx)]
+     idx = cnt[z][bisect.bisect_left(cnt[z], idx)] + 1
- suffix = idx + ten * n + 1
+ suffix = idx + ten * n",expression
"-             print(bit_list)
-     print(ans)
+ print(ans)",call
"- if x + y >= z:
+ if x + y >= z >= x:",control_flow
"- p=[-k]*n
+ p=[k-q]*n",expression
"- deg_1 = h*(60*h+m)*0.5
+ deg_1 = (60*h+m)*0.5",expression
"- k+=1
+ k-=1",expression
"- A,B,C=map(int,input().split)
+ A,B,C=map(int,input().split())",call
"- a,b,c = map(int, input())
+ a,b,c = map(int, input().split())",call
"- N,D = map(int,input.split())
+ N,D = map(int,input().split())",call
"- 	ans = i * (i - 1) // 2
+ 	ans += i * (i - 1) // 2",assignment
"- i = x+1
+ i = x",expression
"+ 
-   print(a,b)
-       ",call
"-   intNum += int(num)[i]
+   intNum += int(num[i])",call
-         print(s),call
"- B = int(float(ls[1]) * 100)
+ B = int(float(ls[1]) * 100 + 0.1)",assignment
"+ 
- if s[2]==s[3] or s[4]==s[5]:
+ if s[2]==s[3] and s[4]==s[5]:",control_flow
"- 
- print(t)",call
"-     if ((x % 2) == 0) and (x % 3 or x % 5):
+     if ((x % 2) == 0) and (x % 3 * x % 5):",control_flow
"- for i in range(1,N-1):
+ for i in range(1,N):",expression
"- if n <= m:
+ if n*2 <= m:",control_flow
- print(candy),call
"- for i in range(0, n+1):
+ for i in range(0, n):",expression
"- 
+  
-     while d * d <= M:
+     while d <= M:
- 
+  
- 
+  
- 
+  ",expression
"-         print(b, i)",call
"-    print(red)
+    print(""red"")",call
"- 				cnt+=1
+ 			cnt+=1
+ 		a=0",assignment
"-   a = s+s[0:k]
+   a = s[0:k]+'...'",expression
"- if(b ==0):
+ if(b ==0 or b ==1):",control_flow
"-     if s[:half] == s[half:]:
+     if s[0:half] == s[half:n]:",control_flow
"- for i in range(-200,200):
+ for a in range(-200,200):
-     for j in range(-200,200):
+     for b in range(-200,200):",identifier
"- if z>2:print(NO)
+ if z>2:print(""NO"")
-     print(YES)
+     print(""YES"")
+ ",call
"- print((pow(2,n,mod) - combination(n,a,mod) - combination(n,b,mod))%mod)
+ print((pow(2,n,mod)- 1 - combination(n,a,mod) - combination(n,b,mod))%mod)",expression
"- for i in range(N+1):
+ for i in range(N):",expression
"- if x == W/2 or y == H/2 :
+ if x == W/2 and y == H/2 :",control_flow
"-           
+     
+ print(ans)",call
"-         dfs(x + 1,t)
+         dfs(max(x + 1,i),t)",call
"-     if c>1:
+     if c>1 or c==0:",control_flow
"- if a <= x <=b:
+ if a <= x <= a + b:",control_flow
"- print(count+(h//a) if h%a==0 else count+((h+1)//a))
+ print(count+(h//a) if h%a==0 else 1+count+(h//a))",call
+     checked[s] = True,assignment
"+     else:
+         print(a)",call
"- if A == B == C or A != B != C:
+ if A == B == C or A != B != C != A:",control_flow
"- b = []
+ b = str()
-     b.append(a[i])
+     b += (a[i])",call
"- print(x.index(0))
+ print(x.index(0)+1)",expression
"- print(amin,bmin)",call
"- sorted_card = sorted(card)
+ sorted_card = sorted(card,reverse=True)",call
"-       sum_even += abs(sum_even) + 1
+       sum_even -= abs(sum_even) + 1
-       sum_odd += abs(sum_odd) + 1
+       sum_odd -= abs(sum_odd) + 1",expression
"-     print(b//x)
+     print(b // x + 1)",expression
"-   print(sum(a)-min(a))
+   print(sum(a)-2*min(a))",expression
- print(n),call
"-     print(Digit + Sum // 9 - 1)
+     print(Digit + (Sum - 1) // 9 - 1)",call
"- print(""YNEOS""[not(a<=c<=b)::2])
+ print(""YNEOS""[not(a<=c<=a+b)::2])",expression
"- m,d=map(int,input())
+ m,d=map(int,input().split())",call
"-   for y in range(x, K+1):
+   for y in range(K+1):",call
- print(s),call
"-   for i in range(1, 100):
+   for i in range(100):",call
+     res = 1,assignment
"- 
- print(F)",call
"-     print(K)
+ #     print(K)",call
"-     print(num)
+     print(*num)",call
"- d = []
+ d =[]
-     if s <= t:
+     if s<=t:
+ 
- if d == 0:
+ if d == []:",control_flow
"-     print(count, tmp)
+ #     print(count, tmp)",call
"- print(-1 if Y%X==0 else X)
+ print(-1 if X%Y==0 else X)",expression
"-         print(a.index(i))
+         print(a.index(i) +1)
+ ",expression
"- R = [int(input(i)) for i in range(N)]
+ R = [int(input()) for i in range(N)]
- # ?????§??????
- # ????°????
-     # maxv ??¨ r - minv ???????????§?????????
-     # minv ??¨ r ??????????°??????????",call
-     print(i),call
"- print(int(a+b)*h/2)
+ print(int((a+b)*h/2))
- ",call
"- 
-     primes = prime(N)
+     primes = prime(N+1)",assignment
